kilometres_ridden,engine_problem,battery_problem,breaking_issues,service_date,bought_date
83324,1,0,1,144,19-04-2010
98687,0,1,1,333,30-08-2013
17964,1,1,0,22,27-02-2023
62793,0,0,0,303,07-04-2010
52638,0,0,0,112,13-06-2016
22903,0,1,1,232,09-06-2022
72700,1,1,0,40,15-10-2018
15676,0,0,1,319,04-04-2013
48633,0,0,0,342,27-05-2019
83953,1,1,1,123,02-02-2017
60055,1,0,1,205,24-04-2020
28483,0,0,1,272,03-08-2021
26286,0,0,0,145,14-07-2022
30519,1,1,0,177,15-11-2012
45910,0,1,1,65,28-03-2015
13494,1,0,0,68,14-10-2019
95425,1,0,1,56,01-02-2015
18253,1,1,0,115,16-10-2011
58754,1,0,0,186,16-07-2022
32041,1,0,1,167,28-06-2020
24654,0,1,1,123,01-06-2011
39131,0,1,0,231,18-03-2022
71041,1,0,0,176,01-08-2012
96541,0,0,1,56,25-09-2013
14073,0,1,1,115,26-02-2015
50317,1,0,1,349,06-04-2016
88669,0,0,0,121,08-04-2014
54152,1,0,1,61,29-08-2011
82066,0,0,0,7,21-07-2021
71079,0,1,0,33,17-07-2021
46188,1,0,1,104,02-02-2015
40599,0,1,0,49,02-07-2019
46209,0,0,0,281,21-10-2014
92520,1,0,1,266,22-08-2017
87195,0,1,1,23,24-03-2021
40909,1,0,0,186,17-08-2016
76094,0,0,0,46,01-06-2019
25583,0,1,1,208,03-05-2011
44412,0,0,1,311,23-09-2012
52899,0,0,0,241,21-04-2020
27914,0,0,1,46,12-02-2013
99203,0,1,1,154,30-12-2016
28414,1,0,0,92,30-11-2015
24597,1,1,0,24,08-02-2010
99667,0,0,0,61,11-04-2018
89814,1,1,1,183,13-06-2021
66381,1,1,0,204,09-06-2011
20462,0,0,0,226,30-10-2017
60864,0,0,1,362,23-05-2011
12197,1,1,0,111,08-05-2010
94510,1,0,0,55,29-07-2011
62093,1,1,1,26,12-07-2021
61860,1,0,1,73,22-01-2022
47661,1,1,0,277,02-08-2014
19280,1,0,0,215,10-07-2013
31134,1,0,0,49,02-04-2013
72843,0,0,0,33,23-07-2020
62539,0,0,0,251,21-03-2021
84288,0,1,1,1,12-08-2010
90330,1,1,1,69,27-12-2020
33175,1,0,0,360,29-08-2019
30522,0,0,1,68,03-01-2022
30008,1,1,0,51,30-05-2021
74653,1,0,1,247,03-07-2010
55950,0,0,0,201,18-06-2011
28769,1,1,0,111,23-10-2017
41263,0,1,0,197,19-06-2014
14301,0,1,1,179,29-03-2013
94445,1,1,0,232,20-04-2016
98754,0,1,1,281,17-12-2021
50413,1,0,0,7,28-03-2021
27012,0,1,1,279,29-01-2016
85032,1,0,1,250,06-01-2018
24756,1,1,0,73,19-08-2011
53616,1,0,0,220,22-07-2022
71020,0,0,1,332,23-03-2014
98341,0,1,0,137,30-06-2013
95861,0,0,1,76,11-05-2021
99826,0,1,0,120,19-03-2023
83301,1,0,0,184,05-10-2018
82149,0,0,1,141,31-05-2020
94919,1,0,0,61,30-10-2017
91267,0,0,1,308,24-06-2011
10352,0,1,1,359,04-09-2021
62681,0,1,1,161,23-06-2020
81207,0,1,0,263,12-12-2011
81143,0,1,1,271,12-04-2016
73427,1,1,0,351,01-07-2010
40757,0,0,0,133,13-11-2017
80307,0,0,1,153,19-06-2015
61174,1,1,0,302,07-08-2019
64654,1,0,0,10,02-01-2016
18668,1,1,0,263,11-06-2018
95471,1,0,0,36,17-06-2020
20813,1,0,1,284,22-10-2017
37761,1,0,1,18,27-01-2022
92113,0,1,1,183,10-03-2010
60939,0,1,1,35,11-09-2016
99284,0,1,1,98,13-03-2016
99503,0,0,0,244,19-09-2013
21855,1,0,1,7,13-03-2018
97836,1,0,1,304,26-05-2011
13271,1,0,1,305,07-10-2014
46713,1,1,1,286,23-10-2011
43737,0,0,1,173,12-12-2017
10591,1,1,1,274,26-11-2010
14691,0,0,0,30,30-01-2023
65060,1,1,1,276,25-09-2022
92228,1,0,1,108,29-08-2018
70147,1,1,1,207,03-08-2020
81351,0,0,1,74,24-01-2017
54633,0,0,0,13,14-07-2018
35233,1,0,0,135,03-11-2012
90359,0,0,1,353,18-06-2012
99419,0,0,0,85,03-05-2015
66255,1,1,1,248,05-02-2010
29555,0,1,0,316,01-11-2018
74044,0,0,1,240,26-08-2010
61257,0,0,0,72,25-05-2017
62928,0,0,0,193,11-09-2020
11881,1,0,0,316,04-04-2023
87730,0,0,1,48,26-12-2013
75241,0,1,0,189,09-04-2013
26392,1,0,1,58,05-02-2014
38461,1,1,1,139,15-07-2015
78562,1,0,1,26,18-01-2021
87914,1,0,1,290,12-10-2012
29521,1,0,1,87,16-07-2010
21200,0,1,1,45,24-07-2017
67034,1,0,0,237,21-12-2020
52744,1,0,0,348,10-02-2023
27732,1,1,1,177,15-09-2017
98336,1,0,1,194,10-01-2020
68986,0,1,0,133,09-04-2017
63381,0,0,1,187,19-06-2021
99906,0,0,0,18,21-11-2022
68055,0,0,0,78,01-02-2019
65974,1,0,0,61,22-07-2021
47272,1,1,0,154,01-05-2018
73210,1,1,0,93,18-11-2022
13591,1,0,1,310,02-11-2022
59829,0,1,0,193,18-06-2012
45359,1,0,1,287,23-04-2022
97223,1,1,1,332,15-12-2010
93263,0,0,1,350,14-06-2018
11262,0,1,0,160,08-06-2012
57855,0,1,0,79,10-12-2014
37332,1,0,1,117,11-03-2017
29334,0,0,0,61,06-02-2013
65138,1,0,1,114,08-09-2012
17668,0,1,0,17,05-08-2022
29519,1,1,0,160,05-06-2015
96694,1,1,0,230,28-01-2023
22879,0,0,0,205,29-11-2014
62630,0,0,1,325,03-01-2015
25372,0,0,1,113,07-11-2010
66795,1,0,0,19,12-01-2016
13974,0,1,1,279,08-03-2011
59307,1,0,0,71,01-01-2016
83220,1,1,0,44,29-06-2021
17711,1,0,1,140,06-11-2011
71669,1,0,1,229,05-03-2011
11747,0,0,0,153,05-11-2020
92600,0,1,0,248,05-03-2013
42017,0,1,1,352,14-03-2019
22725,0,1,0,173,13-12-2012
86656,0,0,0,21,20-08-2011
58187,1,1,0,231,15-05-2021
45689,0,1,1,201,22-05-2022
10327,0,0,1,152,22-01-2022
52073,1,0,1,146,23-08-2013
84358,0,0,0,30,10-09-2020
12675,1,0,1,48,03-08-2011
71798,1,1,1,152,07-03-2015
48071,0,1,0,205,27-06-2016
38019,1,0,0,71,09-06-2010
24368,0,0,0,339,24-06-2011
64948,0,1,1,134,24-12-2010
97516,0,0,1,98,26-02-2016
79306,0,0,0,183,15-09-2014
55166,0,0,1,196,10-06-2013
44801,0,0,1,73,22-08-2015
23378,0,0,1,303,24-04-2012
47969,1,1,1,85,12-04-2013
53474,0,0,1,76,07-02-2012
54599,0,0,1,16,09-01-2011
64310,1,1,0,324,26-11-2021
68669,1,0,1,161,13-01-2022
66345,1,0,1,137,13-04-2018
22726,0,1,0,266,01-02-2014
47853,1,0,0,82,02-06-2015
44200,1,1,0,111,04-06-2019
75205,0,0,0,322,08-04-2019
53330,0,1,1,46,09-06-2016
64115,0,0,0,103,11-09-2011
60792,0,1,1,322,14-05-2017
53617,1,1,1,288,26-05-2016
32262,1,1,1,159,29-01-2018
36993,1,1,1,167,17-06-2016
67062,0,1,0,238,20-03-2016
39935,1,1,0,109,07-07-2015
90482,0,1,1,262,12-08-2020
43447,0,1,1,179,16-08-2017
83395,1,1,1,316,01-12-2011
24071,0,1,1,254,10-06-2014
14339,1,0,1,293,24-07-2020
45740,1,1,1,161,20-01-2014
68394,0,1,0,39,30-11-2018
56101,1,0,1,17,20-11-2022
99752,0,0,0,115,08-03-2016
93784,0,0,0,175,06-01-2020
72468,0,1,0,97,15-12-2015
12092,1,1,1,350,14-12-2013
24633,0,1,1,222,03-01-2019
74752,1,0,0,277,23-06-2018
74019,1,0,1,297,09-04-2012
96129,0,0,1,80,29-03-2021
20546,1,1,1,290,25-01-2013
56433,1,0,0,52,27-10-2015
37767,0,1,0,101,27-12-2020
41462,0,0,0,234,19-07-2011
74475,1,0,1,188,05-05-2016
30711,1,1,0,84,08-07-2018
97514,0,1,1,275,19-10-2013
23656,1,0,0,162,30-07-2011
32915,0,0,0,10,22-11-2013
74024,0,1,1,254,19-09-2019
57617,1,0,0,224,24-09-2021
53759,1,0,1,169,13-03-2010
71212,0,1,1,226,19-04-2015
45281,1,1,1,205,24-03-2012
40876,1,1,0,32,26-02-2022
47066,1,0,1,355,10-01-2014
26669,0,0,0,194,19-05-2012
30474,0,1,1,162,02-05-2020
47796,1,1,1,61,17-10-2021
85678,0,1,1,323,01-07-2017
20521,0,0,0,32,07-02-2016
15881,1,1,0,164,05-02-2016
44803,0,0,1,192,01-07-2022
95777,0,0,1,127,29-08-2021
50166,0,1,0,324,03-02-2020
88794,0,0,1,292,05-11-2022
22198,0,1,0,279,01-12-2020
69068,1,0,0,300,24-12-2022
89706,1,1,1,33,09-01-2017
49840,1,0,1,75,01-08-2015
26601,0,0,0,60,10-11-2012
76389,1,0,0,307,20-11-2020
84595,1,1,0,232,20-11-2016
22018,0,1,0,316,01-12-2014
27614,0,0,0,302,23-09-2013
44817,0,1,0,316,28-05-2011
22728,0,1,0,330,17-11-2020
67420,1,1,0,32,27-09-2019
79990,1,0,0,83,22-07-2011
59865,0,1,1,331,15-02-2013
95173,0,1,1,205,12-09-2013
14460,0,0,1,109,29-08-2015
68202,1,0,1,309,16-06-2010
15521,1,1,1,298,03-04-2010
48222,0,0,1,345,03-02-2019
14236,1,0,0,305,11-08-2019
90865,0,1,0,123,02-02-2015
48352,1,0,1,295,27-11-2013
41817,0,1,0,124,07-05-2019
98406,1,1,0,230,03-04-2013
19191,1,1,1,122,17-04-2011
44566,0,0,0,107,31-12-2020
13677,1,1,1,255,23-11-2020
16330,1,0,1,350,04-03-2015
38647,0,0,0,289,13-07-2014
44220,1,0,1,289,01-03-2012
90359,1,0,0,353,12-01-2018
74832,0,1,1,10,03-12-2016
36857,1,1,1,82,07-07-2014
75548,1,0,0,21,23-05-2018
73640,0,0,0,133,28-08-2019
66338,0,1,1,282,25-05-2016
87192,1,1,1,36,28-07-2021
85344,1,1,0,200,08-03-2014
32032,1,1,1,131,09-07-2011
46446,1,1,0,333,03-01-2017
40121,0,1,0,354,16-03-2017
11143,0,1,1,317,05-01-2012
34580,1,0,1,204,26-04-2015
43795,0,0,0,327,07-02-2013
72588,0,0,0,90,03-10-2015
70314,1,0,0,4,05-07-2021
58384,1,0,0,130,09-01-2015
39953,0,1,1,183,03-05-2012
35938,1,1,0,72,14-12-2017
49611,1,1,0,232,02-08-2014
21178,0,0,1,284,21-08-2019
11628,0,1,1,326,10-05-2015
21856,0,0,0,362,13-06-2022
18856,1,1,1,220,10-08-2015
25889,1,1,1,66,31-08-2013
97522,1,0,0,350,06-05-2011
87911,1,0,0,9,19-11-2020
68324,1,0,0,213,15-08-2010
86714,1,1,1,229,17-05-2021
96154,0,0,1,276,15-10-2020
92841,0,1,1,356,29-06-2019
67288,0,1,1,109,15-05-2022
88901,1,1,0,72,08-07-2020
57125,0,1,0,13,15-05-2017
46087,0,0,1,165,01-02-2013
61420,1,1,0,54,21-09-2011
22991,0,0,1,167,15-01-2019
28818,1,0,1,62,26-03-2021
83336,1,1,1,357,27-08-2014
27960,1,0,0,109,19-01-2012
28294,0,0,0,28,23-09-2021
34706,1,0,0,16,03-08-2019
56693,1,0,0,301,12-03-2021
92035,1,1,0,214,27-05-2016
78966,0,1,1,356,24-10-2020
38080,1,1,0,7,17-07-2017
63035,1,1,0,147,31-03-2015
12388,1,1,0,212,26-10-2011
33104,0,0,1,47,20-05-2014
22712,1,1,0,184,12-01-2021
11047,0,1,0,190,04-02-2018
66397,0,0,1,285,01-03-2016
62951,1,1,1,50,28-08-2019
39910,1,1,0,159,08-06-2011
31230,1,0,1,80,15-03-2012
54561,1,0,0,306,17-12-2017
72204,0,0,0,248,24-11-2019
80463,1,0,1,86,15-11-2012
98250,1,1,1,178,03-05-2014
33703,1,0,1,61,12-03-2018
59990,0,0,0,358,17-09-2015
94292,0,1,1,195,22-01-2020
36600,1,1,0,153,05-08-2017
45006,1,1,1,130,27-05-2015
80065,0,0,0,2,08-09-2022
42411,1,1,0,274,27-02-2018
73986,0,1,0,295,16-03-2023
70072,0,1,0,302,12-09-2022
10059,0,0,1,194,04-09-2018
96043,0,0,0,20,25-05-2018
97531,1,0,0,259,03-10-2019
48514,0,0,0,339,31-03-2016
59399,0,1,1,217,14-06-2020
72004,0,0,1,108,10-08-2015
62401,0,1,0,323,15-04-2012
11459,1,0,1,85,05-01-2022
29067,0,1,1,93,19-12-2020
21142,0,0,0,203,02-02-2017
44905,1,1,0,258,20-02-2011
11370,0,1,1,23,11-02-2011
97932,0,1,1,140,23-04-2021
62608,0,1,0,362,19-02-2011
59601,1,1,0,286,24-03-2022
38842,0,1,1,189,09-05-2014
82627,1,0,0,290,16-11-2019
11475,1,1,0,82,02-04-2023
99726,0,1,1,283,18-09-2012
65310,0,1,1,142,10-06-2014
87017,1,1,1,34,25-11-2015
74836,0,1,0,129,27-08-2020
22378,1,1,1,163,23-09-2013
41351,0,1,0,263,19-03-2010
39451,0,1,1,56,06-05-2011
27776,0,0,1,220,25-08-2021
31907,0,1,0,257,13-10-2015
19718,1,1,1,101,09-01-2022
27838,1,0,1,11,26-04-2020
99339,0,0,1,332,21-04-2018
78108,0,0,0,260,09-01-2015
54316,0,1,1,315,28-12-2019
46673,0,1,0,327,07-01-2016
67799,0,1,0,318,10-09-2010
29759,1,1,0,136,21-02-2016
45799,1,1,1,342,10-08-2020
23688,0,0,1,223,19-01-2016
96426,0,1,1,95,23-09-2011
89427,1,1,0,285,18-09-2018
15050,1,1,1,326,20-03-2018
46561,0,1,0,134,18-01-2017
98136,0,1,1,260,08-06-2014
61251,0,0,0,363,17-02-2019
76259,0,0,0,228,23-01-2015
22508,0,1,0,40,06-08-2021
43291,1,1,1,56,25-03-2010
24982,1,1,1,54,06-03-2017
96309,0,1,1,32,05-02-2019
47657,1,1,0,286,26-11-2017
20621,0,0,1,100,25-04-2017
85357,0,0,0,183,01-06-2011
83407,0,0,0,248,21-02-2016
79826,0,0,0,269,06-10-2012
95862,0,1,0,75,01-07-2012
99679,0,1,0,312,09-03-2015
61055,1,0,0,211,16-04-2014
94800,0,0,1,178,18-12-2015
60811,0,1,1,188,20-06-2011
29177,0,1,0,303,08-03-2020
52286,1,0,1,238,28-03-2011
88693,0,1,0,58,04-10-2013
57510,1,0,1,330,30-03-2020
30829,1,0,1,208,19-08-2014
34570,1,1,1,198,04-05-2013
99367,0,0,1,227,04-05-2016
14677,0,0,0,144,26-09-2013
31140,1,0,0,288,21-05-2013
74212,0,0,1,270,24-04-2013
60613,1,0,0,300,14-01-2015
73398,1,0,0,11,20-09-2015
60578,1,1,0,225,05-11-2016
82964,0,0,0,116,12-12-2019
41123,1,0,1,175,06-03-2019
83344,1,0,0,203,20-06-2011
29864,0,0,0,323,14-03-2011
30595,1,1,0,121,26-05-2019
80546,0,1,0,289,01-12-2012
98218,0,1,1,28,25-02-2013
75678,0,1,1,244,26-12-2018
53190,1,1,0,221,15-10-2013
97606,0,0,1,351,31-01-2016
97859,0,1,0,67,02-04-2017
80029,1,1,1,9,25-06-2012
55230,1,1,0,33,03-10-2010
11922,0,0,1,167,27-06-2020
64574,1,0,1,148,22-09-2010
95722,1,0,1,327,18-02-2015
26707,1,1,1,158,03-10-2020
68480,0,1,1,159,11-03-2013
16084,1,1,1,299,31-07-2015
71494,1,0,1,70,16-03-2012
20897,0,0,0,326,22-06-2010
42123,0,0,1,265,25-10-2017
62022,0,0,1,61,01-02-2010
72349,1,0,1,293,26-01-2010
84980,1,0,1,246,12-10-2022
47804,1,0,1,314,30-01-2023
67045,1,1,0,190,19-05-2014
77763,0,1,1,203,24-01-2019
33447,1,1,0,225,30-04-2016
95946,0,1,1,211,27-03-2023
44265,1,0,1,263,10-04-2010
84124,1,0,0,202,20-07-2012
25256,0,0,0,130,16-09-2011
92806,1,0,1,277,01-01-2021
11564,1,1,1,15,15-07-2012
72906,0,0,1,318,09-08-2019
13861,1,1,1,179,27-12-2011
79890,1,0,1,80,15-04-2023
45806,0,1,0,44,13-07-2011
88753,1,0,0,279,13-10-2010
54761,0,1,0,213,08-01-2019
34091,0,0,1,262,30-06-2021
68892,1,0,0,315,05-02-2023
40341,0,1,0,219,25-07-2022
66533,0,1,0,49,13-06-2021
19850,0,1,1,200,14-12-2019
73180,1,0,1,184,28-03-2022
54401,1,1,0,75,27-03-2023
98911,1,1,0,127,13-08-2016
68905,1,1,0,273,06-08-2014
64727,1,0,1,93,28-03-2016
88338,0,1,0,59,08-05-2019
40450,0,1,1,295,14-02-2022
95113,1,1,0,217,25-04-2019
18506,1,1,1,201,15-10-2013
46378,0,0,0,267,02-02-2014
99089,0,0,0,107,28-07-2021
42475,0,0,1,306,18-02-2015
44728,1,1,1,270,13-08-2012
78604,1,1,0,47,07-10-2022
67148,1,0,1,176,19-06-2019
76595,1,0,1,284,03-02-2010
61188,0,1,0,230,02-12-2020
44960,0,0,1,351,18-04-2018
81576,1,0,1,7,28-11-2014
13994,1,1,1,328,13-03-2010
92037,0,1,0,15,22-05-2014
76329,0,1,1,308,19-05-2018
76367,0,1,0,276,02-03-2019
75081,1,1,1,166,14-04-2016
64816,1,0,1,87,10-06-2022
13626,1,1,0,247,11-07-2014
54917,0,0,0,121,28-03-2012
97478,0,0,0,34,18-03-2010
94995,0,0,0,326,02-09-2014
46068,1,0,1,20,16-01-2018
32646,0,0,0,346,24-08-2019
38795,0,1,1,21,14-11-2021
41778,0,0,0,153,09-06-2012
18041,0,0,1,123,17-12-2013
78784,1,1,0,232,04-12-2021
62259,0,1,1,201,26-01-2019
90860,1,0,1,29,10-02-2022
63721,0,1,1,277,06-06-2015
54495,0,1,0,338,15-09-2015
96875,0,0,1,108,02-01-2019
42111,1,0,0,10,11-12-2022
57992,0,1,1,21,14-01-2020
59202,1,1,0,70,03-12-2014
86012,0,1,1,2,15-12-2012
82830,0,1,1,228,27-10-2012
74568,0,0,0,90,07-02-2016
14589,1,1,1,49,17-05-2018
93314,0,0,0,209,20-08-2013
54506,0,0,0,2,14-04-2021
59576,1,1,1,181,11-02-2011
58218,0,1,0,285,07-06-2016
70228,0,0,0,148,08-07-2021
26293,1,1,0,1,21-09-2014
97626,1,0,1,339,11-01-2019
52882,1,0,1,185,02-11-2013
20622,1,1,0,294,01-12-2016
19928,1,0,0,13,30-10-2019
24606,1,0,1,197,20-05-2012
36584,1,1,1,224,02-11-2021
41697,1,0,0,212,26-01-2011
99433,0,0,1,326,05-09-2011
61390,1,1,1,124,14-11-2012
82129,0,1,0,181,18-04-2011
52414,0,1,0,42,04-09-2013
17277,1,0,1,277,10-03-2021
64911,1,1,0,354,20-09-2018
40378,0,1,1,96,04-04-2014
97832,0,0,0,216,06-06-2016
50114,0,1,0,153,10-02-2018
54824,1,0,1,227,23-11-2011
52165,0,1,0,177,05-12-2021
18616,1,0,1,69,02-02-2014
90777,0,1,1,277,07-03-2018
10608,0,0,0,332,03-02-2014
44888,1,0,0,282,02-03-2014
95208,1,1,0,166,13-05-2015
20782,1,0,0,231,25-02-2017
60397,1,1,0,122,11-12-2022
37391,0,0,0,10,12-09-2022
47223,1,1,0,257,12-06-2017
18102,1,1,0,186,24-03-2015
57897,1,0,1,318,20-12-2016
54443,0,1,1,311,02-06-2013
95088,1,0,1,3,21-04-2020
52204,1,0,1,300,29-08-2020
63735,1,0,0,182,10-04-2014
18567,0,1,1,44,23-11-2010
11538,0,0,1,252,14-02-2013
79055,1,1,0,228,26-12-2017
61695,1,0,0,325,20-06-2011
84672,0,1,1,174,27-01-2011
34902,1,1,0,6,02-07-2011
48417,0,0,0,181,28-03-2014
99151,1,0,0,116,13-11-2018
30141,1,0,1,61,13-01-2011
33227,0,0,0,14,28-02-2015
29800,1,0,1,227,26-06-2015
26454,1,0,0,218,01-05-2016
28114,0,0,0,264,15-02-2013
70191,0,0,0,142,11-06-2014
58560,0,0,0,26,23-07-2014
76616,1,0,0,316,12-09-2014
41279,1,1,0,12,07-02-2014
39464,0,1,1,307,02-08-2012
74123,1,1,1,278,11-07-2018
58723,0,1,0,345,29-05-2021
73620,0,0,1,31,09-11-2021
49618,1,0,1,283,18-10-2020
46369,0,0,1,340,14-09-2014
78723,1,1,0,150,02-07-2021
89557,1,1,0,85,04-07-2018
31465,0,0,0,131,26-11-2012
49349,0,0,1,351,26-08-2022
52180,1,1,1,166,06-11-2017
89299,1,1,0,38,22-02-2023
52854,1,0,0,197,26-11-2012
55079,1,0,0,346,16-02-2012
81579,0,1,0,231,09-05-2014
86754,0,0,0,53,21-04-2022
55125,1,1,0,7,24-08-2019
88714,1,0,0,193,17-02-2016
23163,0,0,1,141,10-03-2022
15809,1,1,0,78,11-09-2022
74827,1,0,1,16,09-12-2014
99204,0,0,1,113,15-11-2020
64015,1,1,0,19,10-06-2012
37649,1,1,1,153,27-05-2022
25015,1,1,1,29,14-10-2014
27822,0,0,0,163,27-07-2022
26048,0,1,1,307,09-02-2023
32661,0,1,1,32,29-03-2020
20253,0,1,1,113,25-10-2019
39850,0,1,0,197,27-02-2015
29493,0,0,1,116,21-11-2012
65554,1,0,1,9,09-07-2013
74588,1,1,0,88,26-06-2018
82297,0,1,0,107,06-11-2017
95320,0,0,1,188,27-01-2012
57276,1,1,1,246,22-12-2022
94330,1,1,0,263,11-02-2022
69891,1,1,1,11,13-06-2015
83530,1,1,0,299,15-01-2019
87341,0,0,1,344,17-02-2010
40531,1,1,0,105,29-11-2019
79707,0,0,1,279,27-02-2022
80212,1,1,1,9,23-02-2017
79983,0,1,0,48,14-11-2012
66062,1,1,0,22,21-02-2019
58734,0,0,0,285,25-05-2019
83744,1,1,1,265,29-05-2018
47935,0,0,0,18,17-12-2011
35191,1,1,0,312,07-11-2020
13195,1,1,0,287,05-05-2014
46775,1,0,0,198,04-06-2022
27357,1,0,0,89,01-02-2013
84014,0,0,0,82,25-12-2020
23565,1,0,0,102,10-04-2010
15371,1,1,1,335,04-03-2018
68056,1,0,1,282,05-04-2012
17828,1,1,1,271,01-10-2020
14390,0,1,1,58,18-03-2011
63299,1,1,1,64,16-06-2011
54588,1,1,0,97,11-11-2011
64463,1,0,0,229,02-07-2018
71690,0,1,1,84,14-06-2022
15317,1,1,0,330,25-07-2022
56100,0,0,1,226,24-08-2012
40145,1,1,1,112,14-11-2019
47718,1,0,1,138,19-04-2022
89995,1,1,1,176,02-04-2011
38764,0,1,1,262,03-05-2022
85249,1,0,1,57,26-02-2015
44208,1,0,0,126,30-05-2010
61021,1,0,1,168,09-08-2013
33859,0,0,0,256,20-10-2021
31863,0,0,1,80,04-10-2015
38383,0,1,1,111,25-07-2022
14974,0,1,0,195,06-12-2014
57703,0,1,1,207,21-07-2022
73510,1,1,1,25,01-02-2017
68621,0,0,1,85,01-04-2021
70797,1,1,0,20,17-06-2018
90701,1,0,0,228,11-11-2010
93907,0,0,0,270,09-10-2018
40835,1,1,0,238,06-04-2013
41207,1,0,0,112,29-07-2015
20971,1,1,1,139,17-12-2018
33094,1,0,0,52,01-09-2010
15238,1,1,0,276,29-04-2013
20391,0,1,1,59,15-11-2022
39668,1,0,0,289,16-07-2019
31975,0,0,1,121,01-11-2015
50491,1,1,1,362,27-03-2016
13244,1,0,0,37,10-04-2019
94793,1,0,1,326,16-07-2022
33838,0,0,1,359,21-05-2010
47796,0,0,0,67,14-04-2021
43511,0,0,1,334,16-03-2022
23637,0,0,0,180,04-09-2012
19205,1,0,1,207,30-05-2022
85558,1,1,0,89,03-05-2016
27976,1,0,0,290,15-11-2016
40648,0,1,0,89,11-04-2014
38318,0,0,1,80,31-07-2021
22442,0,0,1,240,30-12-2022
60575,0,1,1,40,15-10-2022
48117,0,0,1,9,27-05-2012
61551,0,0,0,33,27-04-2011
67981,0,0,1,73,11-07-2021
22982,0,0,1,13,01-01-2014
69192,0,0,1,14,27-04-2011
13174,1,0,1,326,10-04-2011
52651,1,1,0,273,08-12-2021
56937,1,0,1,223,01-03-2023
62178,0,1,0,48,10-12-2013
40028,0,1,1,38,27-04-2013
27033,1,1,0,346,05-08-2012
29043,0,0,1,77,09-03-2023
81608,1,0,1,229,05-07-2019
54687,1,1,0,164,01-07-2022
36099,1,0,1,344,22-02-2022
70765,0,0,0,140,15-02-2014
66782,1,1,0,271,21-10-2017
26425,1,1,0,49,28-06-2015
49859,0,0,1,181,20-07-2019
99803,1,0,1,122,08-11-2014
88527,0,0,1,57,26-12-2017
64227,1,1,0,323,22-01-2019
78213,1,1,1,301,06-04-2013
38337,1,0,1,194,22-07-2020
68517,1,1,1,194,01-07-2022
84788,0,0,1,317,06-03-2020
63433,1,1,1,44,20-07-2015
72919,1,1,0,34,14-03-2019
86493,0,1,0,237,23-11-2019
16724,1,1,1,320,25-02-2012
78143,1,0,0,306,26-03-2017
34468,1,0,0,269,29-01-2023
85925,0,0,1,145,12-11-2018
90979,1,0,0,293,13-02-2019
32897,1,0,0,51,25-06-2018
11802,0,1,1,327,29-05-2021
32759,1,0,1,143,07-12-2013
47051,0,1,1,327,16-01-2020
17319,1,0,0,350,16-03-2012
94375,0,1,1,206,06-05-2011
15890,1,0,1,141,25-12-2013
53233,1,1,0,355,14-01-2019
95814,0,0,0,36,05-07-2021
85180,0,0,0,302,30-01-2022
50383,1,0,0,237,26-08-2016
73907,0,0,1,204,24-04-2018
93638,0,0,1,312,23-04-2023
85809,0,1,1,42,11-09-2010
40479,1,0,0,321,20-04-2014
24044,0,0,0,146,04-11-2021
15732,1,1,1,172,31-03-2022
78227,1,0,0,189,10-11-2011
94726,0,1,1,126,24-06-2016
85498,0,1,1,74,22-07-2021
59581,1,0,0,67,24-04-2013
60054,0,0,0,136,12-07-2011
36009,0,1,0,218,16-09-2021
66643,1,0,0,27,05-06-2018
86901,0,0,0,322,20-05-2018
70248,0,1,1,133,22-08-2013
49032,0,0,1,249,10-11-2012
32262,0,1,1,200,31-12-2017
27467,0,0,0,78,20-06-2016
27953,1,0,0,186,01-07-2022
80128,1,1,1,270,24-02-2014
21370,0,0,1,7,30-05-2019
41408,1,0,1,160,07-10-2012
73472,0,0,1,321,27-01-2022
46279,1,1,1,234,07-04-2015
33625,0,0,0,310,14-12-2020
99819,0,1,0,232,06-04-2015
34453,0,1,0,21,19-04-2022
49862,0,0,1,191,30-12-2012
94356,1,0,0,110,05-08-2022
43733,0,1,1,148,27-03-2020
61124,1,1,0,123,17-06-2011
77899,1,1,0,178,13-06-2016
12303,0,0,1,119,22-10-2017
36857,1,0,0,282,20-05-2020
34316,0,0,1,116,13-06-2010
92110,0,1,1,89,10-03-2010
59654,0,1,0,297,29-06-2014
81923,1,0,1,39,04-03-2013
95064,1,0,0,89,17-07-2015
31007,0,1,1,333,06-10-2019
55333,0,1,0,245,03-12-2020
47232,0,1,0,135,17-02-2023
67318,0,1,1,166,04-12-2015
81565,0,0,0,326,05-04-2020
66392,1,0,0,319,29-11-2020
72634,0,0,0,184,21-03-2013
37730,1,0,0,261,07-09-2021
23636,0,1,0,4,12-07-2012
97457,0,0,0,64,22-12-2011
60328,0,0,1,170,10-07-2021
83508,1,1,0,234,25-12-2013
61572,0,0,0,198,21-04-2022
86926,1,1,1,279,31-05-2011
79974,0,0,1,106,03-03-2019
37723,1,0,0,296,17-07-2022
65569,0,0,0,286,29-11-2010
36068,0,1,1,244,20-01-2011
77315,1,1,0,129,23-03-2017
51891,1,0,1,262,06-10-2017
51741,1,1,0,332,18-11-2021
50371,0,1,1,354,22-12-2020
74057,0,0,0,161,13-09-2016
13328,1,0,0,25,23-08-2016
27644,0,0,0,346,09-02-2013
14545,1,1,0,193,02-02-2016
65857,0,0,1,258,02-08-2011
